,ID,direct_trip,number_of_adults,number_of_children,type_of_meal_plan,people_with_disabilities,class,year,month,date,repeated_guest,np_cancellations,np_not_canceled,price,status
14258,DZ14259,Yes,2,1,plan 1,0,Type 1,2023,9,8,No,0,0,1271.0,Canceled
14259,DZ14260,No,2,0,plan 1,0,Type 1,2023,10,16,No,0,0,1146.8000000000002,Not_Canceled
14260,DZ14261,No,1,0,not selected,0,Type 1,2023,11,2,No,0,0,1110.0,Not_Canceled
14261,DZ14262,No,1,1,plan 2,0,Type 1,2023,9,13,No,0,0,920.0,Not_Canceled
14263,DZ14264,No,2,2,plan 1,1,Type 1,2023,7,18,No,0,0,1325.0,Not_Canceled
14264,DZ14265,Yes,2,0,plan 1,0,Type 1,2023,6,11,No,0,0,20.0,Not_Canceled
14265,DZ14266,Yes,1,2,not selected,0,Type 1,2023,4,8,No,0,0,666.8000000000001,Not_Canceled
14266,DZ14267,Yes,2,0,plan 2,0,Type 1,2023,9,26,No,0,0,1090.0,Canceled
14267,DZ14268,Yes,1,0,not selected,0,Type 5,2023,9,26,No,0,0,1970.0,Not_Canceled
14268,DZ14269,Yes,3,0,plan 1,0,Type 1,2023,7,25,No,0,0,870.0,Not_Canceled
14269,DZ14270,No,1,0,plan 1,0,Type 1,2023,5,10,Yes,1,9,670.0,Not_Canceled
14270,DZ14271,Yes,2,0,plan 1,0,Type 1,2023,8,24,No,0,0,784.5999999999999,Canceled
14271,DZ14272,Yes,2,0,plan 1,0,Type 4,2023,6,27,No,0,0,893.1999999999999,Not_Canceled
14272,DZ14273,No,2,1,not selected,0,Type 1,2023,6,26,No,0,0,1150.0,Not_Canceled
14273,DZ14274,No,2,0,plan 2,0,Type 1,2023,5,17,No,0,0,1140.0,Canceled
14274,DZ14275,No,2,2,plan 1,0,Type 1,2023,11,18,No,0,0,956.0,Not_Canceled
14275,DZ14276,Yes,1,2,plan 1,0,Type 1,2023,2,5,No,0,0,729.0999999999999,Canceled
14276,DZ14277,No,1,0,plan 1,0,Type 1,2023,1,24,No,0,0,680.0,Not_Canceled
14277,DZ14278,Yes,3,1,plan 1,0,Type 4,2023,4,11,No,0,0,1320.5,Canceled
14278,DZ14279,No,2,2,plan 1,0,Type 1,2023,9,2,No,0,0,1163.0,Not_Canceled
14279,DZ14280,Yes,2,2,plan 1,0,Type 1,2023,6,3,No,0,0,1020.0,Not_Canceled
14281,DZ14282,No,1,1,plan 1,0,Type 1,2022,9,10,No,0,0,970.0,Not_Canceled
14282,DZ14283,Yes,2,2,plan 1,0,Type 1,2023,2,27,No,0,0,821.0,Canceled
14285,DZ14286,No,2,0,plan 1,0,Type 4,2023,5,4,No,0,0,1189.5,Canceled
14286,DZ14287,Yes,2,0,plan 2,0,Type 1,2023,10,14,No,0,0,1170.0,Canceled
14287,DZ14288,Yes,2,0,not selected,0,Type 1,2023,6,17,No,0,0,1310.0,Not_Canceled
14288,DZ14289,Yes,1,2,plan 1,0,Type 1,2022,9,9,No,0,0,920.0,Not_Canceled
14289,DZ14290,Yes,2,1,not selected,0,Type 1,2023,12,31,No,0,0,803.0,Canceled
14290,DZ14291,No,2,0,plan 1,0,Type 4,2023,5,17,No,0,0,1424.0,Not_Canceled
14291,DZ14292,Yes,2,0,plan 1,0,Type 1,2023,4,16,No,0,0,719.9,Not_Canceled
14292,DZ14293,No,2,0,plan 1,0,Type 1,2023,2,27,No,0,0,950.0,Not_Canceled
14293,DZ14294,No,2,1,not selected,0,Type 1,2023,1,17,No,0,0,770.0,Not_Canceled
14294,DZ14295,No,2,1,plan 1,0,Type 1,2023,8,8,No,0,0,1730.0,Not_Canceled
14295,DZ14296,Yes,2,2,plan 1,0,Type 1,2023,3,24,No,0,0,1266.5,Canceled
14296,DZ14297,Yes,2,1,plan 1,0,Type 4,2023,8,17,No,0,0,1253.0,Not_Canceled
14297,DZ14298,Yes,2,0,plan 1,0,Type 1,2023,8,28,No,0,0,785.0,Not_Canceled
14298,DZ14299,Yes,1,2,plan 1,0,Type 1,2023,6,12,No,0,0,1220.0,Canceled
14299,DZ14300,Yes,2,2,plan 1,0,Type 1,2023,2,2,No,0,0,660.0,Not_Canceled
14300,DZ14301,Yes,2,0,not selected,0,Type 1,2023,8,26,No,0,0,987.6,Not_Canceled
14302,DZ14303,No,1,1,plan 1,0,Type 1,2023,7,4,Yes,1,15,670.0,Not_Canceled
14303,DZ14304,Yes,2,2,plan 2,0,Type 1,2023,6,24,No,0,0,1170.0,Canceled
14304,DZ14305,No,2,2,plan 2,0,Type 1,2023,2,29,No,0,0,1165.5,Not_Canceled
14305,DZ14306,Yes,2,0,plan 1,0,Type 1,2023,9,1,No,0,0,1330.0,Not_Canceled
14306,DZ14307,Yes,2,2,plan 1,0,Type 4,2023,5,10,No,0,0,1424.0,Not_Canceled
14307,DZ14308,No,1,1,plan 1,0,Type 1,2023,2,19,No,0,0,830.0,Not_Canceled
14308,DZ14309,No,2,2,plan 1,0,Type 1,2022,10,2,No,0,0,670.0,Not_Canceled
14309,DZ14310,No,2,2,plan 1,0,Type 1,2023,1,20,No,0,0,902.7,Not_Canceled
14310,DZ14311,Yes,3,0,plan 1,0,Type 4,2023,10,28,No,0,0,1253.0,Not_Canceled
14311,DZ14312,No,2,2,plan 1,0,Type 1,2023,6,25,No,0,0,827.5,Not_Canceled
14312,DZ14313,Yes,1,1,plan 1,0,Type 1,2023,9,18,No,0,0,20.0,Not_Canceled
14313,DZ14314,No,2,2,plan 1,0,Type 1,2023,11,4,No,0,0,910.0,Canceled
14314,DZ14315,Yes,2,0,plan 1,0,Type 1,2023,4,25,No,0,0,983.0,Not_Canceled
14315,DZ14316,Yes,2,2,plan 1,0,Type 1,2023,4,11,No,0,0,1030.0,Not_Canceled
14316,DZ14317,Yes,2,2,plan 1,0,Type 1,2022,9,11,No,0,0,1187.5,Canceled
14317,DZ14318,Yes,2,1,plan 1,0,Type 1,2022,10,16,No,0,0,720.0,Canceled
14318,DZ14319,Yes,2,1,not selected,1,Type 1,2023,9,9,No,0,0,1600.0,Not_Canceled
14319,DZ14320,Yes,1,0,plan 2,0,Type 4,2022,10,9,No,0,0,1100.0,Not_Canceled
14320,DZ14321,No,2,1,plan 1,0,Type 1,2023,12,6,No,0,0,1118.0,Not_Canceled
14321,DZ14322,Yes,2,1,plan 1,0,Type 1,2022,11,13,No,0,0,770.0,Not_Canceled
14322,DZ14323,Yes,2,0,plan 1,0,Type 1,2022,10,4,No,0,0,740.0,Not_Canceled
14323,DZ14324,Yes,2,2,plan 1,0,Type 4,2023,8,28,No,0,0,1225.0,Not_Canceled
14325,DZ14326,Yes,2,0,plan 1,0,Type 4,2023,7,1,No,0,0,844.5,Not_Canceled
14326,DZ14327,No,2,1,plan 1,0,Type 1,2022,10,1,No,0,0,1280.0,Not_Canceled
14327,DZ14328,Yes,2,1,plan 2,0,Type 1,2023,6,24,No,0,0,1170.0,Canceled
14328,DZ14329,No,2,1,plan 1,0,Type 1,2023,4,3,No,0,0,827.5,Not_Canceled
14329,DZ14330,No,2,0,plan 1,0,Type 1,2023,6,20,No,0,0,822.4,Canceled
14330,DZ14331,No,2,1,plan 1,0,Type 1,2023,7,16,No,0,0,742.5,Canceled
14332,DZ14333,No,2,0,not selected,0,Type 1,2023,5,9,No,0,0,912.5,Canceled
14333,DZ14334,Yes,2,1,plan 1,0,Type 4,2023,7,8,No,0,0,893.0,Not_Canceled
14334,DZ14335,Yes,2,0,plan 1,0,Type 1,2023,4,22,No,0,0,870.0,Canceled
14335,DZ14336,No,3,1,plan 1,0,Type 4,2023,10,7,No,0,0,1356.0,Canceled
14336,DZ14337,No,2,0,plan 1,0,Type 1,2023,1,14,No,0,0,540.0,Not_Canceled
14337,DZ14338,Yes,1,0,plan 1,0,Type 1,2023,5,18,No,0,0,1651.8000000000002,Canceled
14338,DZ14339,Yes,1,2,plan 1,0,Type 4,2023,10,28,No,0,0,1120.0,Not_Canceled
14339,DZ14340,No,1,0,not selected,0,Type 1,2022,11,1,No,0,0,770.0,Not_Canceled
14340,DZ14341,No,2,1,plan 1,0,Type 2,2023,1,23,No,0,0,805.1999999999999,Not_Canceled
14341,DZ14342,Yes,2,2,plan 1,0,Type 1,2023,10,5,No,0,0,920.0,Canceled
14342,DZ14343,Yes,2,2,plan 1,0,Type 1,2023,6,10,No,0,0,926.7,Not_Canceled
14343,DZ14344,Yes,2,1,plan 1,0,Type 2,2023,2,20,No,0,0,715.3,Not_Canceled
14344,DZ14345,No,3,2,plan 1,0,Type 1,2023,4,3,No,0,0,1070.0,Not_Canceled
14345,DZ14346,No,2,1,plan 1,0,Type 6,2022,8,31,No,0,0,1572.5,Not_Canceled
14346,DZ14347,Yes,1,0,not selected,0,Type 1,2023,5,3,No,0,0,1136.0,Not_Canceled
14347,DZ14348,Yes,2,1,not selected,0,Type 1,2023,8,5,No,0,0,1025.0,Canceled
14348,DZ14349,Yes,2,0,plan 1,1,Type 4,2023,9,5,No,0,0,1265.0,Not_Canceled
14349,DZ14350,Yes,2,1,plan 1,0,Type 4,2023,8,11,No,0,0,1870.0,Not_Canceled
14350,DZ14351,No,2,2,plan 1,0,Type 1,2023,10,9,No,0,0,970.0,Not_Canceled
14351,DZ14352,Yes,2,1,plan 1,0,Type 1,2023,9,23,No,0,0,1496.0,Not_Canceled
14352,DZ14353,No,1,2,plan 2,0,Type 1,2022,8,14,No,0,0,890.0,Not_Canceled
14353,DZ14354,Yes,1,1,plan 1,0,Type 1,2023,5,31,No,0,0,1020.0,Canceled
14355,DZ14356,No,2,2,plan 1,0,Type 1,2023,11,21,No,0,0,897.8,Not_Canceled
14356,DZ14357,Yes,2,2,plan 1,0,Type 6,2023,6,29,No,0,0,2160.0,Canceled
14357,DZ14358,Yes,2,1,plan 2,0,Type 4,2023,6,30,No,0,0,2060.0,Not_Canceled
14358,DZ14359,No,2,0,plan 1,0,Type 1,2023,9,1,No,0,0,827.5,Not_Canceled
14359,DZ14360,No,1,0,plan 1,0,Type 1,2023,2,19,No,0,0,830.0,Not_Canceled
14360,DZ14361,No,2,2,plan 1,0,Type 1,2023,6,8,No,0,0,1220.0,Not_Canceled
14361,DZ14362,No,3,1,plan 1,0,Type 4,2023,8,24,No,0,0,1523.0,Canceled
14362,DZ14363,No,2,2,not selected,0,Type 1,2023,5,9,No,0,0,1064.9,Canceled
14364,DZ14365,Yes,1,0,plan 2,0,Type 1,2023,9,16,No,0,0,930.0,Not_Canceled
14365,DZ14366,No,2,2,plan 1,0,Type 1,2022,9,14,No,0,0,920.0,Canceled
14366,DZ14367,No,2,2,plan 1,0,Type 4,2023,5,17,No,0,0,1424.0,Not_Canceled
14367,DZ14368,Yes,2,0,plan 1,0,Type 1,2022,9,10,No,0,0,1368.3000000000002,Not_Canceled
14368,DZ14369,No,2,2,plan 1,0,Type 1,2023,5,27,No,0,0,750.0,Not_Canceled
14369,DZ14370,No,2,1,plan 1,0,Type 4,2023,4,14,No,0,0,1208.0,Canceled
14370,DZ14371,No,2,0,plan 1,0,Type 4,2023,12,21,No,0,0,989.0,Not_Canceled
14371,DZ14372,No,1,2,plan 1,0,Type 1,2023,11,21,No,0,0,1050.0,Not_Canceled
14372,DZ14373,No,2,2,plan 1,0,Type 1,2022,9,4,No,0,0,993.3,Canceled
14373,DZ14374,Yes,2,2,not selected,0,Type 1,2023,4,9,No,0,0,609.0,Not_Canceled
14374,DZ14375,No,3,0,plan 1,0,Type 4,2023,7,19,No,0,0,1341.8000000000002,Not_Canceled
14376,DZ14377,No,2,0,plan 1,0,Type 1,2022,9,14,No,0,0,20.0,Canceled
14377,DZ14378,No,1,0,plan 1,0,Type 1,2023,11,4,No,0,0,920.0,Not_Canceled
14378,DZ14379,Yes,1,2,plan 1,0,Type 1,2023,8,22,No,0,0,1145.0,Not_Canceled
14379,DZ14380,No,1,0,plan 1,0,Type 1,2022,11,2,No,0,0,670.0,Not_Canceled
14380,DZ14381,No,2,2,plan 2,0,Type 4,2023,9,11,No,0,0,1395.6999999999998,Not_Canceled
14381,DZ14382,No,2,2,plan 1,0,Type 2,2023,8,25,No,0,0,907.6,Canceled
14382,DZ14383,Yes,2,0,plan 1,0,Type 1,2023,3,21,No,0,0,650.0,Canceled
14383,DZ14384,Yes,2,1,plan 1,0,Type 7,2023,3,15,No,0,0,2197.5,Not_Canceled
14384,DZ14385,Yes,2,0,plan 1,0,Type 1,2023,8,12,No,0,0,1199.0,Canceled
14385,DZ14386,No,2,0,plan 1,1,Type 1,2023,12,30,No,0,0,983.0,Not_Canceled
14387,DZ14388,No,2,0,plan 2,0,Type 1,2023,5,4,No,0,0,1070.0,Not_Canceled
14388,DZ14389,Yes,1,2,plan 2,0,Type 1,2022,8,22,No,0,0,382.5,Not_Canceled
14389,DZ14390,No,2,0,plan 1,1,Type 1,2023,9,20,No,0,0,1500.0,Not_Canceled
14390,DZ14391,No,2,0,plan 1,0,Type 1,2023,6,13,No,0,0,1010.0,Not_Canceled
14391,DZ14392,Yes,2,0,plan 1,0,Type 4,2023,7,19,No,0,0,1238.0,Canceled
14392,DZ14393,Yes,1,1,plan 1,0,Type 4,2023,10,6,No,0,0,1343.0,Canceled
14393,DZ14394,No,2,0,plan 1,0,Type 4,2023,9,11,No,0,0,1514.0,Not_Canceled
14394,DZ14395,No,2,0,plan 1,0,Type 1,2022,9,17,No,0,0,1165.0,Not_Canceled
14395,DZ14396,No,2,1,plan 1,0,Type 2,2023,4,16,No,0,0,719.2,Not_Canceled
14396,DZ14397,No,1,0,plan 1,0,Type 1,2022,10,4,No,0,0,20.0,Not_Canceled
14397,DZ14398,Yes,1,2,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
14398,DZ14399,No,2,2,plan 1,0,Type 1,2023,5,13,No,0,0,970.0,Canceled
14399,DZ14400,No,2,1,plan 1,0,Type 1,2022,8,10,No,0,0,920.0,Not_Canceled
14400,DZ14401,No,2,0,plan 1,0,Type 1,2022,9,11,No,0,0,1305.0,Not_Canceled
14401,DZ14402,No,1,1,plan 1,0,Type 1,2023,4,19,No,0,0,1170.0,Canceled
14403,DZ14404,Yes,2,2,not selected,0,Type 1,2022,9,21,No,0,0,1423.3000000000002,Not_Canceled
14404,DZ14405,Yes,2,2,plan 1,0,Type 1,2023,3,8,No,0,0,839.0,Canceled
14405,DZ14406,Yes,2,1,plan 1,0,Type 1,2023,8,24,No,0,0,742.5,Canceled
14406,DZ14407,Yes,2,4,plan 1,0,Type 6,2022,9,3,No,0,0,1570.0,Not_Canceled
14407,DZ14408,Yes,2,2,not selected,0,Type 1,2023,7,12,No,0,0,734.0,Not_Canceled
14408,DZ14409,No,1,2,not selected,0,Type 1,2023,4,5,No,0,0,910.0,Not_Canceled
14409,DZ14410,No,2,1,plan 2,0,Type 1,2022,7,1,No,0,0,1035.0,Canceled
14410,DZ14411,Yes,1,2,plan 1,0,Type 1,2022,10,6,Yes,1,0,820.0,Not_Canceled
14411,DZ14412,Yes,1,2,plan 1,0,Type 1,2022,11,23,Yes,0,2,670.0,Not_Canceled
14412,DZ14413,No,1,0,plan 1,0,Type 1,2023,6,24,No,0,0,1120.0,Canceled
14413,DZ14414,No,3,2,plan 1,0,Type 1,2023,8,26,No,0,0,989.0,Not_Canceled
14414,DZ14415,No,3,3,plan 1,0,Type 6,2023,8,31,No,0,0,2013.0,Not_Canceled
14415,DZ14416,No,2,2,plan 2,1,Type 1,2023,8,6,No,0,0,1512.5,Canceled
14416,DZ14417,Yes,1,2,plan 1,0,Type 1,2023,2,6,No,0,0,700.0,Canceled
14417,DZ14418,Yes,1,2,plan 1,0,Type 1,2023,12,18,No,0,0,900.0,Not_Canceled
14418,DZ14419,No,2,4,plan 1,0,Type 6,2023,5,11,No,0,0,2230.0,Canceled
14419,DZ14420,Yes,1,2,plan 2,0,Type 1,2022,10,16,No,0,0,820.0,Canceled
14420,DZ14421,No,2,0,plan 1,0,Type 1,2023,3,10,No,0,0,839.0,Canceled
14422,DZ14423,No,2,0,plan 1,0,Type 1,2023,10,6,Yes,0,31,20.0,Not_Canceled
14423,DZ14424,Yes,1,0,plan 1,0,Type 1,2023,1,29,No,0,0,749.0,Canceled
14425,DZ14426,Yes,2,0,not selected,0,Type 1,2023,10,27,No,0,0,1110.0,Not_Canceled
14426,DZ14427,Yes,1,2,plan 1,0,Type 1,2023,1,7,Yes,0,1,670.0,Not_Canceled
14427,DZ14428,No,1,0,plan 1,0,Type 1,2022,10,4,No,0,0,740.0,Not_Canceled
14428,DZ14429,No,2,0,plan 1,0,Type 1,2023,3,25,No,0,0,406.7000000000001,Not_Canceled
14429,DZ14430,No,2,1,plan 2,0,Type 1,2023,10,23,No,0,0,1170.0,Canceled
14430,DZ14431,No,2,1,plan 1,0,Type 1,2023,10,7,No,0,0,1208.0,Canceled
14431,DZ14432,Yes,2,0,plan 2,0,Type 1,2023,9,6,No,0,0,1390.0,Canceled
14432,DZ14433,Yes,2,2,plan 1,0,Type 4,2023,10,18,No,0,0,1260.0,Not_Canceled
14434,DZ14435,Yes,2,1,plan 1,0,Type 1,2023,3,5,No,0,0,823.0,Not_Canceled
14435,DZ14436,No,2,0,plan 1,0,Type 1,2023,3,3,No,0,0,813.6,Not_Canceled
14436,DZ14437,No,1,0,plan 1,0,Type 1,2023,7,1,No,0,0,770.0,Canceled
14437,DZ14438,No,2,0,not selected,0,Type 1,2023,10,27,No,0,0,1110.0,Not_Canceled
14438,DZ14439,Yes,2,2,plan 1,0,Type 1,2023,6,3,No,0,0,1020.0,Canceled
14439,DZ14440,Yes,2,1,plan 1,0,Type 4,2023,3,8,No,0,0,844.5,Canceled
14440,DZ14441,No,2,2,not selected,0,Type 1,2023,8,16,No,0,0,1350.0,Not_Canceled
14441,DZ14442,Yes,2,1,plan 1,0,Type 1,2022,10,30,No,0,0,670.0,Canceled
14442,DZ14443,Yes,2,2,not selected,0,Type 1,2023,5,31,No,0,0,1210.0,Not_Canceled
14443,DZ14444,Yes,2,1,plan 1,0,Type 1,2023,4,16,No,0,0,983.0,Not_Canceled
14444,DZ14445,Yes,2,0,plan 1,0,Type 1,2023,7,7,No,0,0,987.9,Canceled
14445,DZ14446,No,2,1,plan 1,0,Type 1,2022,12,30,No,0,0,1201.9,Not_Canceled
14448,DZ14449,Yes,2,0,plan 1,0,Type 1,2023,3,29,No,0,0,693.1999999999999,Not_Canceled
14449,DZ14450,Yes,2,2,plan 1,0,Type 1,2023,4,8,No,0,0,895.5,Not_Canceled
14450,DZ14451,Yes,2,0,not selected,0,Type 1,2023,7,6,No,0,0,1410.0,Not_Canceled
14451,DZ14452,Yes,2,2,not selected,0,Type 1,2023,3,11,No,0,0,990.0,Canceled
14454,DZ14455,No,1,2,plan 1,0,Type 1,2022,11,30,No,0,0,670.0,Not_Canceled
14455,DZ14456,No,1,2,plan 1,0,Type 1,2022,11,12,No,0,0,486.3,Not_Canceled
14456,DZ14457,Yes,2,2,plan 1,0,Type 1,2023,6,16,No,0,0,1184.5,Not_Canceled
14457,DZ14458,Yes,2,1,plan 2,0,Type 1,2022,9,23,No,0,0,2266.7,Canceled
14458,DZ14459,No,2,2,plan 1,0,Type 1,2023,2,28,No,0,0,740.0,Not_Canceled
14459,DZ14460,No,2,0,plan 1,0,Type 1,2023,10,29,No,0,0,908.3,Not_Canceled
14460,DZ14461,Yes,2,0,plan 1,0,Type 1,2023,7,15,No,0,0,742.5,Not_Canceled
14461,DZ14462,No,2,0,not selected,0,Type 1,2023,11,2,No,0,0,900.0,Not_Canceled
14462,DZ14463,No,2,1,plan 1,0,Type 1,2023,8,30,No,0,0,1187.0,Canceled
14463,DZ14464,No,0,3,plan 1,0,Type 2,2023,7,7,No,0,0,885.0,Canceled
14465,DZ14466,Yes,2,0,plan 1,0,Type 1,2023,7,30,No,0,0,742.5,Not_Canceled
14466,DZ14467,Yes,2,1,plan 1,0,Type 1,2023,7,29,No,0,0,1541.0,Not_Canceled
14467,DZ14468,No,2,2,not selected,0,Type 1,2023,5,2,No,0,0,974.0,Canceled
14468,DZ14469,Yes,2,2,plan 1,0,Type 5,2023,9,4,No,0,0,1419.5,Not_Canceled
14469,DZ14470,No,2,3,plan 1,0,Type 6,2023,9,22,No,0,0,2225.3,Not_Canceled
14470,DZ14471,Yes,2,1,plan 1,0,Type 6,2023,10,31,No,0,0,1553.0,Not_Canceled
14472,DZ14473,No,2,0,not selected,0,Type 1,2023,7,11,No,0,0,827.5,Canceled
14473,DZ14474,No,2,1,plan 1,0,Type 1,2023,7,16,No,0,0,1235.0,Not_Canceled
14474,DZ14475,No,2,1,not selected,0,Type 1,2023,11,12,No,0,0,801.0,Not_Canceled
14475,DZ14476,No,1,2,plan 1,0,Type 1,2022,9,28,No,0,0,670.0,Not_Canceled
14476,DZ14477,No,1,2,not selected,0,Type 1,2023,10,30,No,0,0,824.7,Not_Canceled
14477,DZ14478,Yes,1,1,plan 1,0,Type 5,2023,2,3,No,0,0,880.0,Not_Canceled
14478,DZ14479,Yes,1,2,plan 1,0,Type 1,2023,11,6,No,0,0,1196.8000000000002,Canceled
14479,DZ14480,No,2,2,not selected,0,Type 1,2023,10,20,No,0,0,1210.0,Canceled
14480,DZ14481,Yes,2,1,plan 1,0,Type 2,2022,8,9,No,0,0,670.0,Not_Canceled
14481,DZ14482,No,2,3,plan 1,0,Type 6,2023,4,28,No,0,0,1826.3,Canceled
14482,DZ14483,Yes,2,1,plan 1,0,Type 4,2022,11,2,No,0,0,620.0,Not_Canceled
14483,DZ14484,No,2,2,plan 1,0,Type 1,2023,12,23,No,0,0,797.3000000000001,Canceled
14484,DZ14485,Yes,2,0,plan 1,0,Type 1,2023,9,19,No,0,0,1120.0,Canceled
14485,DZ14486,No,3,0,plan 1,0,Type 4,2023,8,22,No,0,0,1523.0,Canceled
14486,DZ14487,Yes,2,1,plan 1,0,Type 1,2023,9,8,No,0,0,720.0,Canceled
14487,DZ14488,No,2,3,plan 1,0,Type 1,2023,7,5,No,0,0,1361.0,Canceled
14488,DZ14489,No,2,2,not selected,0,Type 1,2023,12,5,No,0,0,900.0,Not_Canceled
14489,DZ14490,Yes,2,2,plan 1,0,Type 4,2022,11,10,No,0,0,710.0,Not_Canceled
14490,DZ14491,Yes,2,2,not selected,0,Type 1,2023,3,13,No,0,0,657.5,Not_Canceled
14491,DZ14492,Yes,1,0,plan 1,0,Type 1,2023,1,28,No,0,0,20.0,Not_Canceled
14492,DZ14493,No,2,2,plan 1,0,Type 4,2023,5,22,No,0,0,1167.5,Not_Canceled
14496,DZ14497,Yes,2,2,plan 1,0,Type 4,2022,10,19,No,0,0,860.0,Not_Canceled
14497,DZ14498,No,2,0,plan 1,0,Type 1,2023,12,27,No,0,0,670.0,Not_Canceled
14498,DZ14499,No,2,0,plan 1,0,Type 1,2023,10,22,No,0,0,912.5,Canceled
14499,DZ14500,Yes,1,0,plan 1,0,Type 1,2022,12,9,Yes,0,1,670.0,Not_Canceled
14500,DZ14501,Yes,2,2,plan 2,0,Type 1,2022,7,18,No,0,0,965.0,Canceled
14501,DZ14502,No,1,2,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
14502,DZ14503,Yes,2,3,plan 1,0,Type 1,2023,12,2,No,0,0,1118.0,Not_Canceled
14503,DZ14504,No,2,2,plan 1,1,Type 1,2023,7,4,No,0,0,1118.0,Not_Canceled
14504,DZ14505,No,3,1,plan 1,0,Type 1,2023,6,17,No,0,0,1613.0,Canceled
14505,DZ14506,No,3,0,plan 1,0,Type 4,2023,6,4,No,0,0,1568.0,Canceled
14506,DZ14507,Yes,2,1,plan 1,0,Type 1,2023,3,26,No,0,0,670.0,Not_Canceled
14507,DZ14508,No,2,0,plan 1,0,Type 1,2023,5,4,No,0,0,1014.5,Canceled
14508,DZ14509,Yes,1,2,not selected,0,Type 1,2023,1,15,No,0,0,651.0,Not_Canceled
14509,DZ14510,No,2,4,plan 1,0,Type 2,2023,7,10,No,0,0,838.1,Not_Canceled
14510,DZ14511,No,2,0,plan 1,0,Type 1,2023,10,3,No,0,0,875.0,Not_Canceled
14511,DZ14512,No,2,0,plan 1,0,Type 1,2023,5,13,No,0,0,630.0,Canceled
14512,DZ14513,Yes,1,1,plan 1,0,Type 1,2023,10,18,No,0,0,929.0,Canceled
14513,DZ14514,Yes,2,0,plan 1,0,Type 1,2023,4,29,No,0,0,1218.5,Canceled
14514,DZ14515,Yes,2,2,plan 2,0,Type 1,2023,6,24,No,0,0,1170.0,Canceled
14515,DZ14516,Yes,1,2,plan 1,0,Type 1,2023,10,14,No,0,0,1170.0,Canceled
14516,DZ14517,No,2,2,plan 2,0,Type 1,2023,9,21,No,0,0,1190.0,Canceled
14517,DZ14518,Yes,2,1,not selected,0,Type 1,2023,11,25,No,0,0,812.0,Not_Canceled
14518,DZ14519,Yes,2,1,plan 1,0,Type 1,2022,10,8,No,0,0,747.5,Not_Canceled
14519,DZ14520,No,2,0,plan 1,0,Type 1,2023,3,31,No,0,0,744.0,Not_Canceled
14520,DZ14521,No,1,2,plan 1,0,Type 1,2023,2,22,No,0,0,940.0,Canceled
14521,DZ14522,Yes,2,0,plan 1,0,Type 1,2023,10,3,No,0,0,1208.0,Not_Canceled
14522,DZ14523,Yes,2,2,plan 1,0,Type 6,2023,9,4,No,0,0,1843.4,Canceled
14523,DZ14524,Yes,2,0,plan 1,0,Type 1,2023,9,14,No,0,0,1320.0,Not_Canceled
14524,DZ14525,No,2,1,plan 1,0,Type 1,2022,12,26,No,0,0,742.5,Not_Canceled
14525,DZ14526,No,1,2,plan 1,0,Type 1,2022,10,16,No,0,0,989.0,Not_Canceled
14526,DZ14527,Yes,2,1,not selected,0,Type 1,2023,5,22,No,0,0,965.0,Not_Canceled
14527,DZ14528,No,2,0,plan 1,0,Type 1,2023,3,20,No,0,0,870.0,Not_Canceled
14528,DZ14529,No,2,0,plan 1,0,Type 4,2023,11,13,No,0,0,989.0,Not_Canceled
14529,DZ14530,Yes,2,1,not selected,0,Type 1,2023,10,2,No,0,0,1100.0,Canceled
14530,DZ14531,Yes,2,0,plan 1,0,Type 1,2023,5,7,No,0,0,1218.5,Canceled
14531,DZ14532,No,2,2,plan 1,0,Type 1,2023,3,7,No,0,0,890.0,Not_Canceled
14532,DZ14533,Yes,2,2,plan 1,0,Type 1,2023,5,9,No,0,0,1130.0,Not_Canceled
14533,DZ14534,Yes,2,1,plan 1,0,Type 1,2022,11,13,No,0,0,770.0,Not_Canceled
14534,DZ14535,No,2,2,plan 2,0,Type 1,2023,10,20,No,0,0,1252.5,Not_Canceled
14535,DZ14536,Yes,2,1,plan 1,1,Type 1,2023,2,5,No,0,0,913.0,Not_Canceled
14536,DZ14537,Yes,3,2,plan 1,0,Type 4,2023,8,11,No,0,0,1577.0,Not_Canceled
14537,DZ14538,Yes,2,0,not selected,0,Type 1,2023,4,12,No,0,0,641.8,Canceled
14538,DZ14539,No,2,2,plan 1,0,Type 1,2023,10,12,No,0,0,1120.0,Canceled
14539,DZ14540,Yes,2,1,plan 1,0,Type 1,2023,9,26,No,0,0,770.0,Canceled
14540,DZ14541,Yes,1,1,plan 1,0,Type 1,2023,6,5,No,0,0,1020.0,Canceled
14541,DZ14542,No,3,1,plan 1,0,Type 1,2023,6,2,No,0,0,1260.0,Canceled
14542,DZ14543,No,1,0,plan 1,0,Type 1,2023,2,27,No,0,0,780.0,Not_Canceled
14543,DZ14544,Yes,2,1,plan 2,1,Type 1,2022,9,4,No,0,0,1150.0,Not_Canceled
14544,DZ14545,No,2,2,plan 1,0,Type 1,2023,12,2,No,0,0,870.0,Not_Canceled
14545,DZ14546,No,2,1,plan 1,0,Type 4,2023,5,8,No,0,0,929.6,Not_Canceled
14546,DZ14547,No,2,2,plan 1,0,Type 1,2023,7,7,No,0,0,1163.0,Canceled
